status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
1032976583394053_1085169121508132,Palantir Technologies is in the CoC TODAY! They will be in the CoC Lobby from 11am-4pm. They will be hosting an info session tonight in Klaus 1116E&W at 6:30pm. See you there!,Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1085169121508132/?type=3,2015-10-01 08:00:01,0,0,0
1032976583394053_892372140818060,,Palantir Info Session,event,https://www.facebook.com/events/892372140818060/,2015-09-30 19:20:58,1,0,0
1032976583394053_692812317520441,,Palantir Day in the Lobby,event,https://www.facebook.com/events/692812317520441/,2015-09-30 19:15:33,0,0,0
1032976583394053_1084114888280222,Don't miss the PayPal info session tonight in Klaus 1116E&W at 6:30pm. See you there!,Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1084114888280222/?type=3,2015-09-28 16:37:34,0,0,0
1032976583394053_1083768844981493,Paypal is in the CoC Today! They will be in the CoC Lobby from 11am-4pm. They will also be hosting an info session tonight in Klaus 1116 E&W at 6:30pm. Food will be provided for all events. See you there!,Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1083768844981493/?type=3,2015-09-28 07:03:55,0,0,0
1032976583394053_1082062731818771,"Airwatch is in the lobby RIGHT NOW!! Come talk to recruiters,  get free swag, and learn about job opportunities!",Mobile Uploads,photo,https://www.facebook.com/employerrelationscoc/photos/a.1067469223278122.1073741829.1032976583394053/1082062731818771/?type=3,2015-09-24 09:52:22,1,0,0
1032976583394053_1082012055157172,STUDENTS: AirWatch by VMware  is in the CoC today! They will be in the CCB Commons from 10am-2pm. They will be hosting an info session tonight at 6:30pm in Klaus 1116E&W. Food will be served at all events. See you there!,Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1082012055157172/?type=3,2015-09-24 07:35:05,0,0,0
1032976583394053_1081729858518725,Students: This is just a reminder Capital One will be hosting a technical interview workshop TONIGHT at 6pm. Dinner will be provided. See you there!,Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1081729858518725/?type=3,2015-09-23 16:20:36,1,0,0
1032976583394053_1081536408538070,Capital One is in the CoC today! They will be in the CoC Lobby from 11am-4pm and they will be hosting a technical Interviewing workshop at 6pm in Klaus 1116E&W. Food will be provided at all events. Don't forget your resume!,Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1081536408538070/?type=3,2015-09-23 09:35:49,0,0,0
1032976583394053_1078243805533997,It's the last day of the CoC Career Fair. Come join us we are here till 2pm! P.S. Lunch will be provided for students attending the career fair :),Timeline Photos,photo,https://www.facebook.com/employerrelationscoc/photos/a.1044723538886024.1073741828.1032976583394053/1078243805533997/?type=3,2015-09-18 11:04:14,3,0,0
